departure,departure_state_1789_fr,destination_state_1789_fr,homeport,year,destination_ferme_direction,tonnage,flag,tonnage_class,destination_ferme_bureau,departure_ferme_bureau,departure_action,destination_action,homeport_state_1789_fr,destination,departure_ferme_direction
Dunkerque,France,France,Marennes,1789,La Rochelle,60,French,[51-100],Marennes,Dunkerque,out,in,France,Marennes,Lille
Dunkerque,France,France,Saint Valéry sur Somme,1789,Rouen,30,French,[21-50],Le Havre,Dunkerque,out,in,France,Le Havre,Lille
Dunkerque,France,Grande-Bretagne,Sunderland,1789,,162,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Sunderland,Lille
Gravelines,France,France,,1789,Rouen,36,French,[21-50],Le Havre,Gravelines,in-out,in,,Le Havre,Lille
Dunkerque,France,Danemark,Song,1789,,155,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Moss,Lille
Dunkerque,France,Autriche,Barmouth,1789,,70,British,[51-100],,Dunkerque,out,in,,Ostende,Lille
Gravelines,France,France,,1789,Lorient,64,French,[51-100],Lorient,Gravelines,in-out,in,,Lorient,Lille
Gravelines,France,France,,1789,Saint-Malo,59,French,[51-100],Saint-Brieuc,Gravelines,in-out,in,,Bréhat,Lille
Gravelines,France,France,,1789,Bayonne,90,French,[51-100],Bayonne,Gravelines,in-out,in,,Bayonne,Lille
Dunkerque,France,France,Boston,1789,La Rochelle,120,USA,[101-200],Saint-Martin île de Ré,Dunkerque,out,in,Etats-Unis d'Amérique,Ile de Ré,Lille
Dunkerque,France,France,Dunkerque,1789,Amiens,25,French,[21-50],Boulogne-sur-Mer,Dunkerque,out,in,France,Boulogne sur Mer,Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,110,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Londres,Lille
Dunkerque,France,France,Libourne,1789,Bordeaux,64,French,[51-100],Bordeaux,Dunkerque,out,in,France,Bordeaux,Lille
Dunkerque,France,Grande-Bretagne,Aberdeen,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Jersey,Lille
Dunkerque,France,Portugal,Lynn,1789,,150,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Porto,Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Corson,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,,1789,,12,,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Pegelsham,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,France,Dunkerque,1789,Rouen,60,French,[51-100],Rouen,Dunkerque,out,in,France,Rouen,Lille
Dunkerque,France,France,Saint Malo,1789,Saint-Malo,45,French,[21-50],Saint-Brieuc,Dunkerque,out,in,France,Saint Brieux,Lille
Dunkerque,France,Danemark,Fahrsund,1789,,15,Danish/Norwegian,[1-20],,Dunkerque,out,in,Danemark,Fahrsund,Lille
Dunkerque,France,France,Noirmoutier,1789,Nantes,47,French,[21-50],Nantes,Dunkerque,out,in,France,Bourgneuf,Lille
Dunkerque,France,,Barns,1789,,100,NonFrench,[51-100],,Dunkerque,out,in,,,Lille
Dunkerque,France,Provinces-Unies,Naderney,1789,,56,Prussian,[51-100],,Dunkerque,out,in,,Amsterdam,Lille
Dunkerque,France,Autriche,Yarmouth,1789,,180,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Ostende,Lille
Dunkerque,France,France,Dunkerque,1789,Rouen,60,French,[51-100],Rouen,Dunkerque,out,in,France,Rouen,Lille
Dunkerque,France,Suède,Croisic,1789,,150,French,[101-200],,Dunkerque,out,in,France,Auddewall [Uddevalla],Lille
Dunkerque,France,Grande-Bretagne,Dungeness,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Gravelines,France,France,,1789,Lorient,50,French,[21-50],Brest,Gravelines,in-out,in,,Brest,Lille
Dunkerque,France,Provinces-Unies,Dort,1789,,92,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Doort,Lille
Dunkerque,France,Provinces-Unies,Dort,1789,,90,Dutch,[51-100],,Dunkerque,out,in,Provinces-Unies,Doort,Lille
Dunkerque,France,France,Dunkerque,1789,Rouen,38,French,[21-50],Dieppe,Dunkerque,out,in,France,Saint Valery,Lille
Dunkerque,France,France,Dunkerque,1789,Rouen,46,French,[21-50],Dieppe,Dunkerque,out,in,France,Saint Valery,Lille
Dunkerque,France,France,Dunkerque,1789,Rouen,30,French,[21-50],Dieppe,Dunkerque,out,in,France,Saint Valery,Lille
Dunkerque,France,Grande-Bretagne,Portsmouth,1789,,270,USA,[201-500],,Dunkerque,out,in,Etats-Unis d'Amérique,Ile de Mai,Lille
Dunkerque,France,Etats-Unis d'Amérique,Portsmouth,1789,,270,USA,[201-500],,Dunkerque,out,in,Etats-Unis d'Amérique,Norfolk,Lille
Beauvoir-sur-Mer,France,France,Ile d' Yeu,1789,Lille,60,French,[51-100],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Beauvoir-sur-Mer,France,France,Pornic,1789,Lille,50,French,[21-50],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Beauvoir-sur-Mer,France,France,Noirmoutier,1789,Lille,70,French,[51-100],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Dunkerque,France,Grande-Bretagne,Banff,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Banfen,Lille
Gravelines,France,France,Saint Savinien,1789,La Rochelle,62,French,[51-100],Rochefort,Gravelines,in-out,in,France,Rochefort,Lille
Dunkerque,France,Grande-Bretagne,Greenwich,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Greenwich,Lille
Dunkerque,France,Grande-Bretagne,Greenwich,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Greenwich,Lille
Dunkerque,France,Grande-Bretagne,Greenwich,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Greenwich,Lille
Dunkerque,France,Grande-Bretagne,Greenwich,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Greenwich,Lille
Gravelines,France,France,L' Ile Dieu,1789,Bordeaux,60,French,[51-100],Bordeaux,Gravelines,in-out,in,France,Bordeaux,Lille
Beauvoir-sur-Mer,France,France,L' Ile Dieu,1789,Lille,70,French,[51-100],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Gravelines,France,France,,1789,Bordeaux,54,French,[51-100],Libourne,Gravelines,in-out,in,,Libourne,Lille
Gravelines,France,France,Bouin,1789,La Rochelle,35,French,[21-50],Sables d'Olonne,Gravelines,in-out,in,France,Ile de Bouin,Lille
Ile de Bouin,France,France,Noirmoutier,1789,Lille,280,French,[201-500],Dunkerque,Sables d'Olonne,out,in,France,Dunkerque,La Rochelle
Beauvoir-sur-Mer,France,France,Bourgneuf,1789,Lille,80,French,[51-100],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Dunkerque,France,Grande-Bretagne,Barmouth,1789,,87,British,[51-100],,Dunkerque,out,in,,Chichester,Lille
Dunkerque,France,zone maritime,Jemgam,1789,,120,Prussian,[101-200],,Dunkerque,out,in,,Baltique,Lille
Dunkerque,France,Suède,Malden,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Nordberg,Lille
Dunkerque,France,Danemark,Molde,1789,,100,Danish/Norwegian,[51-100],,Dunkerque,out,in,Danemark,Molde,Lille
Dunkerque,France,Espagne,Bordeaux,1789,,70,French,[51-100],,Dunkerque,out,in,France,Cabicorp en Espagne [Espagne,Lille
Beauvoir-sur-Mer,France,France,Dieppe,1789,Lille,96,French,[51-100],Dunkerque,Beauvoir-sur-Mer,out,in,France,Dunkerque,Nantes
Gravelines,France,France,Saint Martin de Ré,1789,La Rochelle,80,French,[51-100],Saint-Martin île de Ré,Gravelines,in-out,in,France,Saint Martin de Ré,Lille
Gravelines,France,France,Saint Martin de Ré,1789,La Rochelle,80,French,[51-100],Saint-Martin île de Ré,Gravelines,in-out,in,France,Saint Martin de Ré,Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,Grande-Bretagne,Lee,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Gravelines,France,France,,1789,La Rochelle,50,French,[21-50],Sables d'Olonne,Gravelines,in-out,in,,Ile de Bouin,Lille
Dunkerque,France,France,Bourneuf,1789,Nantes,48,French,[21-50],Nantes,Dunkerque,out,in,France,Bourgneuf,Lille
Dunkerque,France,Grande-Bretagne,Whitstable,1789,,12,British,[1-20],,Dunkerque,out,in,,Lisbonne [mais: Angleterre],Lille
Dunkerque,France,zone maritime,Appenrade,1789,,105,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Baltique,Lille
Dunkerque,France,zone maritime,Bremen,1789,,150,Bremen,[101-200],,Dunkerque,out,in,Brême,Baltique,Lille
Gravelines,France,France,Ouessant,1789,Bordeaux,47,French,[21-50],Bordeaux,Gravelines,in-out,in,France,Bordeaux,Lille
Dunkerque,France,Danemark,Netteroe [Nøtterøy],1789,,125,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Netteroe,Lille
Dunkerque,France,Danemark,Netteroé  [Nøtterøy],1789,,125,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Netteroe,Lille
Dunkerque,France,zone maritime,Papenberg,1789,,160,Papenburg,[101-200],,Dunkerque,out,in,,Baltique,Lille
Dunkerque,France,France,Dunkerque,1789,Rouen,58,French,[51-100],Dieppe,Dunkerque,out,in,France,Saint Valery,Lille
Dunkerque,France,Grande-Bretagne,Woobridge,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Woobridge,Lille
Dunkerque,France,France,Dunkerque,1789,,250,French,[201-500],,Dunkerque,out,in,France,Saint Domingue,Lille
Dunkerque,France,France,Dunkerque,1789,,140,French,[101-200],,Dunkerque,out,in,France,Pointe à Pitre,Lille
Dunkerque,France,France,Dunkerque,1789,Rouen,40,French,[21-50],Caudebec,Dunkerque,out,in,France,Vieuport,Lille
Dunkerque,France,France,Dunkerque,1789,,118,French,[101-200],,Dunkerque,out,in,France,Sainte Lucie,Lille
Dunkerque,France,Prusse,Dunkerque,1789,,230,French,[201-500],,Dunkerque,out,in,France,Memel,Lille
Dunkerque,France,Grande-Bretagne,Rochester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Rochester,Lille
Dunkerque,France,Grande-Bretagne,Whitehaven,1789,,167,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Whitehaven,Lille
Dunkerque,France,France,Dunkerque,1789,Rouen,60,French,[51-100],Rouen,Dunkerque,out,in,France,Le Tréport,Lille
Dunkerque,France,Grande-Bretagne,Blackney,1789,,156,British,[101-200],,Dunkerque,out,in,,Cromer,Lille
Dunkerque,France,Provinces-Unies,Dort,1789,,106,Dutch,[101-200],,Dunkerque,out,in,Provinces-Unies,Doort,Lille
Dunkerque,France,Etats-Unis d'Amérique,Dunkerque,1789,,350,French,[201-500],,Dunkerque,out,in,France,Newbedfort,Lille
Dunkerque,France,France,Saint Brieux,1789,Saint-Malo,80,French,[51-100],Saint-Brieuc,Dunkerque,out,in,France,Saint Brieux,Lille
Dunkerque,France,France,Arquy,1789,Saint-Malo,68,French,[51-100],Saint-Brieuc,Dunkerque,out,in,France,Erquy,Lille
Dunkerque,France,Grande-Bretagne,Liverpool,1789,,45,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Weymouth,Lille
Dunkerque,France,Grande-Bretagne,Wells,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Wells,Lille
Dunkerque,France,Grande-Bretagne,Newcastle,1789,,40,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Wells,Lille
Dunkerque,France,Grande-Bretagne,Newcastle,1789,,40,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Wells,Lille
Gravelines,France,Grande-Bretagne,Gravelines,1789,,45,French,[21-50],,Gravelines,out,in,France,Itlands [Shetland],Lille
Gravelines,France,Grande-Bretagne,Gravelines,1789,,45,French,[21-50],,Gravelines,out,in,France,Itlands [Shetland],Lille
Dunkerque,France,Portugal,Dunkerque,1789,,470,French,[201-500],,Dunkerque,out,in,France,Côte d' Angole,Lille
Dunkerque,France,France,Ile de Rhé,1789,Lorient,80,French,[51-100],Quimper,Dunkerque,out,in,France,Concarneau,Lille
Dunkerque,France,Grande-Bretagne,Wells,1789,,55,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Wells,Lille
Dunkerque,France,Grande-Bretagne,Wells,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Wells,Lille
Dunkerque,France,France,Saint Savinien,1789,La Rochelle,80,French,[51-100],Marennes,Dunkerque,out,in,France,Charente,Lille
Dunkerque,France,France,,1789,La Rochelle,85,French,[51-100],Marennes,Dunkerque,out,in,,Charente,Lille
Dunkerque,France,Grande-Bretagne,Wells,1789,,76,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Wells,Lille
Dunkerque,France,Grande-Bretagne,Wells,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Wells,Lille
Dunkerque,France,France,Saint Brieux,1789,Saint-Malo,86,French,[51-100],Saint-Brieuc,Dunkerque,out,in,France,Saint Brieux,Lille
Dunkerque,France,Grande-Bretagne,Waimouth,1789,,70,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Weymouth,Lille
Dunkerque,France,Grande-Bretagne,Waymouth,1789,,65,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Weymouth,Lille
Dunkerque,France,Suède,Warberg [Varberg],1789,,70,Swedish,[51-100],,Dunkerque,out,in,,Warberg,Lille
Dunkerque,France,Danemark,Tonsberg,1789,,100,Danish/Norwegian,[51-100],,Dunkerque,out,in,Danemark,Tonsberg,Lille
Dunkerque,France,Provinces-Unies,Londres,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Middelbourg,Lille
Dunkerque,France,Danemark,Tonsberg,1789,,107,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Tonsberg,Lille
Dunkerque,France,Danemark,Tousberg,1789,,107,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Tonsberg,Lille
Dunkerque,France,Danemark,Tousberg,1789,,110,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Tonsberg,Lille
Dunkerque,France,Danemark,Tousberg,1789,,100,Danish/Norwegian,[51-100],,Dunkerque,out,in,Danemark,Tonsberg,Lille
Dunkerque,France,Danemark,Tousberg,1789,,90,Danish/Norwegian,[51-100],,Dunkerque,out,in,Danemark,Tonsberg,Lille
Dunkerque,France,Grande-Bretagne,Shoram,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Shoram en Angleterre,Lille
Dunkerque,France,Grande-Bretagne,Hilfarcombe,1789,,36,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Sandwich,Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,27,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Sandwich,Lille
Dunkerque,France,Grande-Bretagne,Scharam,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Shoram en Angleterre,Lille
Dunkerque,France,Grande-Bretagne,Sandwich,1789,,20,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Sandwich,Lille
Dunkerque,France,Grande-Bretagne,Sandwich,1789,,25,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Sandwich,Lille
Dunkerque,France,France,Saint Gilles,1789,La Rochelle,63,French,[51-100],Sables d'Olonne,Dunkerque,out,in,France,Saint Gilles sur Vie,Lille
Dunkerque,France,France,Saint Brieux,1789,Saint-Malo,65,French,[51-100],Saint-Brieuc,Dunkerque,out,in,France,Saint Brieux,Lille
Dunkerque,France,Espagne,Rouen,1789,,108,French,[101-200],,Dunkerque,out,in,France,Santander,Lille
Dunkerque,France,Duché de Mecklenbourg,Dundée,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Rostock,Lille
Dunkerque,France,Grande-Bretagne,Rochester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Rochester,Lille
Dunkerque,France,zone maritime,Osternsoer [Osterrisør],1789,,140,Danish,[101-200],,Dunkerque,out,in,,Baltique,Lille
Dunkerque,France,Etats-Unis d'Amérique,Rhode Island,1789,,160,USA,[101-200],,Dunkerque,out,in,Etats-Unis d'Amérique,Rhode Island,Lille
Dunkerque,France,Grande-Bretagne,Ransgate,1789,,20,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Ramsgate,Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,27,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Ramsgate,Lille
Dunkerque,France,Prusse,Greenock,1789,,90,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Pilau,Lille
Dunkerque,France,Grande-Bretagne,Parth,1789,,70,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Parth,Lille
Dunkerque,France,zone maritime,Ostermeor [Osterrisør],1789,,120,Danish,[101-200],,Dunkerque,out,in,,Baltique,Lille
Dunkerque,France,Etats-Unis d'Amérique,Petersbourg,1789,,150,USA,[101-200],,Dunkerque,out,in,Etats-Unis d'Amérique,Norfolk,Lille
Dunkerque,France,Prusse,Norden,1789,,50,Prussian,[21-50],,Dunkerque,out,in,Prusse,Norden,Lille
Dunkerque,France,Etats-Unis d'Amérique,Newyorck,1789,,12,USA,[1-20],,Dunkerque,out,in,Etats-Unis d'Amérique,New York,Lille
Dunkerque,France,Danemark,Moss,1789,,140,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Moss,Lille
Dunkerque,France,Danemark,Moss,1789,,155,Danish/Norwegian,[101-200],,Dunkerque,out,in,Danemark,Moss,Lille
Dunkerque,France,zone maritime,Rebnitz [Ribnitz],1789,,150,Mecklenburg,[101-200],,Dunkerque,out,in,Mecklenbourg,Baltique,Lille
Dunkerque,France,Grande-Bretagne,Margate,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Margate,Lille
Dunkerque,France,zone maritime,Stettin,1789,,200,Prussian,[101-200],,Dunkerque,out,in,Prusse,Baltique,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,130,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,70,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Albrough,1789,,60,NonFrench,[51-100],,Dunkerque,out,in,,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Hartlepoole,1789,,36,British,[21-50],,Dunkerque,out,in,,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,155,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lynn,1789,,130,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Lynn,Lille
Dunkerque,France,Grande-Bretagne,Lydd,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lydd,Lille
Dunkerque,France,Grande-Bretagne,Lydd,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Lydd,Lille
Dunkerque,France,Grande-Bretagne,Lunckilns,1789,,90,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Lunckilns,Lille
Dunkerque,France,Grande-Bretagne,Limerick,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Limerick,Lille
Dunkerque,France,zone maritime,Nieuport,1789,,130,Austrian NL,[101-200],,Dunkerque,out,in,Autriche,Baltique,Lille
Dunkerque,France,Grande-Bretagne,Kirkaldie,1789,,80,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Kincardin en Angleterre,Lille
Dunkerque,France,Grande-Bretagne,Ipswith,1789,,65,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Ipswith,Lille
Dunkerque,France,Grande-Bretagne,Southampton,1789,,60,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Ipswith,Lille
Dunkerque,France,Grande-Bretagne,Providence,1789,,120,USA,[101-200],,Dunkerque,out,in,Etats-Unis d'Amérique,Ile de Mai,Lille
Dunkerque,France,Grande-Bretagne,Hythe,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Hythe,Lille
Dunkerque,France,France,Saint Brieux,1789,Saint-Malo,52,French,[51-100],Saint-Brieuc,Dunkerque,out,in,France,Erquy,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Hastings,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Hastings,Lille
Dunkerque,France,Grande-Bretagne,Hastings,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Hastings,Lille
Dunkerque,France,Suède,Croisic,1789,,150,French,[101-200],,Dunkerque,out,in,France,Suede,Lille
Dunkerque,France,Grande-Bretagne,Grevesend,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Gravesend,Lille
Dunkerque,France,Grande-Bretagne,Greenwich,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Greenwich,Lille
Dunkerque,France,Grande-Bretagne,Greenwich,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Greenwich,Lille
Dunkerque,France,Grande-Bretagne,Greenock,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Greenock,Lille
Dunkerque,France,Grande-Bretagne,Greenock,1789,,75,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Greenock,Lille
Dunkerque,France,Grande-Bretagne,Greenock,1789,,170,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Greenock,Lille
Dunkerque,France,Grande-Bretagne,Greenock,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Greenock,Lille
Dunkerque,France,Grande-Bretagne,Greenock,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Greenock,Lille
Dunkerque,France,Grande-Bretagne,Gravesend,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Gravesend,Lille
Dunkerque,France,Etats-Unis d'Amérique,Savanagh,1789,,120,USA,[101-200],,Dunkerque,out,in,Etats-Unis d'Amérique,Frederichbourg en Virginie,Lille
Dunkerque,France,France,Fecamp,1789,Rouen,50,French,[21-50],Fécamp,Dunkerque,out,in,France,Fécamp,Lille
Dunkerque,France,Danemark,Fahrsund,1789,,35,Danish/Norwegian,[21-50],,Dunkerque,out,in,Danemark,Fahrsund,Lille
Dunkerque,France,Danemark,Fahrsund,1789,,50,Danish/Norwegian,[21-50],,Dunkerque,out,in,Danemark,Fahrsund,Lille
Dunkerque,France,Danemark,Fahrsund,1789,,35,Danish/Norwegian,[21-50],,Dunkerque,out,in,Danemark,Fahrsund,Lille
Dunkerque,France,Grande-Bretagne,Glascow,1789,,220,British,[201-500],,Dunkerque,out,in,Grande-Bretagne,Falmouth,Lille
Dunkerque,France,Grande-Bretagne,Dundée,1789,,65,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Dundee,Lille
Dunkerque,France,Grande-Bretagne,Kincardine,1789,,150,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Dundee,Lille
Dunkerque,France,Grande-Bretagne,Baroustoner,1789,,135,British,[101-200],,Dunkerque,out,in,,Dundee,Lille
Dunkerque,France,Grande-Bretagne,Londres,1789,,110,British,[101-200],,Dunkerque,out,in,Grande-Bretagne,Dundee,Lille
Dunkerque,France,Grande-Bretagne,Cromer,1789,,100,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Cromer,Lille
Dunkerque,France,Etats-Unis d'Amérique,Saint Malo,1789,,160,French,[101-200],,Dunkerque,out,in,France,Nouvelle Angleterre,Lille
Dunkerque,France,Suède,Tabago,1789,,40,French,[21-50],,Dunkerque,out,in,France,Corck en Finlande [Finland,Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Colchester,Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Colchester,Lille
Dunkerque,France,Grande-Bretagne,Colchester,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Colchester,Lille
Dunkerque,France,Grande-Bretagne,Cley,1789,,50,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Cley,Lille
Dunkerque,France,Grande-Bretagne,Chichester,1789,,50,British,[21-50],,Dunkerque,out,in,Grande-Bretagne,Chichester,Lille
Dunkerque,France,Grande-Bretagne,Chichester,1789,,80,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Chichester,Lille
Dunkerque,France,France,Londres,1789,La Rochelle,160,British,[101-200],Marennes,Dunkerque,out,in,Grande-Bretagne,Charente,Lille
Dunkerque,France,France,Charente,1789,La Rochelle,65,French,[51-100],Marennes,Dunkerque,out,in,France,Charente,Lille
Dunkerque,France,France,Charente,1789,La Rochelle,118,French,[101-200],Marennes,Dunkerque,out,in,France,Charente,Lille
Dunkerque,France,France,Saint Savinien,1789,La Rochelle,90,French,[51-100],Marennes,Dunkerque,out,in,France,Charente,Lille
Dunkerque,France,France,Charente,1789,La Rochelle,66,French,[51-100],Marennes,Dunkerque,out,in,France,Charente,Lille
Dunkerque,France,Grande-Bretagne,Broadstairs,1789,,12,British,[1-20],,Dunkerque,out,in,Grande-Bretagne,Broadstairs,Lille
Dunkerque,France,France,Noirmoutier,1789,Nantes,80,French,[51-100],Nantes,Dunkerque,out,in,France,Bourgneuf,Lille
Dunkerque,France,France,Noirmoutier,1789,Nantes,80,French,[51-100],Nantes,Dunkerque,out,in,France,Bourgneuf,Lille
Dunkerque,France,Etats-Unis d'Amérique,Boston,1789,,60,USA,[51-100],,Dunkerque,out,in,Etats-Unis d'Amérique,Boston,Lille
Dunkerque,France,Etats-Unis d'Amérique,Hull,1789,,70,British,[51-100],,Dunkerque,out,in,Grande-Bretagne,Boston,Lille
Dunkerque,France,Autriche,Blanckenberg,1789,,6,Imperial - Austrian NL,[1-20],,Dunkerque,out,in,Autriche,Blanckenberg,Lille
